,rating,date,title,content,helpful count
267,3,21.08.19,국밥 선택: 돼지국밥,,0
268,5,21.10.20,국밥 선택: 돼지국밥,,0
269,5,21.09.25,국밥 선택: 시그니처 불꽃국밥,,0
270,5,21.10.10,국밥 선택: 시그니처 불꽃국밥,,0
271,5,21.09.25,국밥 선택: 돼지국밥,,0
272,5,21.10.16,국밥 선택: 돼지국밥,,0
273,5,21.07.24,국밥 선택: 돼지국밥,"경대 10학번 졸업생입니다. 신입생시절부터 군대 휴가나와서, 전역 후 대학생활 내내 식사와 해장을 책임져주었던 고마운 곳입니다. 졸업 후 경기도에 취업하게 되면서 못먹게 되었고, 항상 친구들에게 부산가면 형국 먹을거라고 하던 와중에 밀키트 출시를 알게 되었고 바로 주문했습니다. (첫 주문은 먹기 바빠서 사진을 못찍었고, 2번째 주문입니다)  10년전에 먹었던 그 맛 그대로입니다. 갈때마다 반겨주시는 사장 형님들, 같이 나오는 밑반찬 없이 먹어야 하는게 아쉽지만, 너무너무 그리워했던 그 맛 그대로인 것이 정말 좋습니다. 10년전에 그랬듯 앞으로 제 회사 생활에 해장은 또 형국이 책임져 줄 것 같습니다ㅎㅎㅎ  그리웠던 음식 출시해주셔서 감사합니다 형님들. 잘먹겠습니다</span></div><span class=""_2QRtghbCyu"">더보기",1
274,5,21.09.07,국밥 선택: 시그니처 불꽃국밥,,0
275,5,21.10.13,국밥 선택: 돼지국밥,,0
276,5,21.10.10,국밥 선택: 돼지국밥,,0
277,5,21.10.09,국밥 선택: 돼지국밥,,0
278,5,21.10.09,국밥 선택: 돼지국밥,,0
279,5,21.10.03,국밥 선택: 돼지국밥,,0
280,5,21.09.15,국밥 선택: 시그니처 불꽃국밥,,0
281,5,21.10.05,국밥 선택: 돼지국밥,,0
282,5,21.07.28,국밥 선택: 시그니처 불꽃국밥,,0
283,5,21.09.11,국밥 선택: 시그니처 불꽃국밥,,0
284,5,21.10.06,국밥 선택: 시그니처 불꽃국밥,,0
285,5,21.09.28,국밥 선택: 돼지국밥,,0
286,5,21.09.28,국밥 선택: 시그니처 불꽃국밥,,0
287,5,21.09.22,국밥 선택: 돼지국밥,,0
288,5,21.08.05,국밥 선택: 시그니처 불꽃국밥,,0
289,5,21.08.22,국밥 선택: 돼지국밥,,0
290,5,21.09.06,국밥 선택: 돼지국밥,,0
291,5,21.10.02,국밥 선택: 돼지국밥,,0
292,5,21.09.27,국밥 선택: 시그니처 불꽃국밥,,0
293,3,21.08.31,국밥 선택: 돼지국밥,,0
294,5,21.08.30,국밥 선택: 돼지국밥,,0
295,5,21.08.10,국밥 선택: 돼지국밥,,0
296,5,21.08.01,국밥 선택: 시그니처 불꽃국밥,,0
297,5,21.08.01,국밥 선택: 돼지국밥,,0
298,5,21.09.14,국밥 선택: 돼지국밥,,0
299,5,21.09.14,국밥 선택: 시그니처 불꽃국밥,,0
300,5,21.09.17,국밥 선택: 돼지국밥,,0
301,5,21.09.17,국밥 선택: 시그니처 불꽃국밥,,0
302,5,21.08.23,국밥 선택: 돼지국밥,,0
303,4,21.09.28,국밥 선택: 시그니처 불꽃국밥,,0
304,5,21.09.17,국밥 선택: 시그니처 불꽃국밥,,0
305,2,21.09.23,국밥 선택: 시그니처 불꽃국밥,,0
306,3,21.09.12,국밥 선택: 돼지국밥,,0
307,5,21.08.21,국밥 선택: 시그니처 불꽃국밥,,0
308,5,21.09.25,국밥 선택: 돼지국밥,,0
309,5,21.09.28,국밥 선택: 시그니처 불꽃국밥,,0
310,5,21.08.30,국밥 선택: 시그니처 불꽃국밥,,0
311,5,21.08.10,국밥 선택: 시그니처 불꽃국밥,,0
312,5,21.09.18,국밥 선택: 마라국밥,,0
313,5,21.09.16,국밥 선택: 시그니처 불꽃국밥,,0
314,5,21.09.16,국밥 선택: 돼지국밥,,0
315,5,21.08.28,국밥 선택: 시그니처 불꽃국밥,,0
316,5,21.08.22,국밥 선택: 시그니처 불꽃국밥,,0
317,5,21.08.08,국밥 선택: 시그니처 불꽃국밥,,0
318,5,21.08.22,국밥 선택: 돼지국밥,,0
319,5,21.09.10,국밥 선택: 돼지국밥,,0
320,5,21.09.27,국밥 선택: 돼지국밥,,0
321,5,21.09.16,국밥 선택: 시그니처 불꽃국밥,,0
322,5,21.09.17,국밥 선택: 돼지국밥,,0
323,5,21.07.21,국밥 선택: 시그니처 불꽃국밥,"슬라이스 고기와 적절히 맵싸한 풍미 1봉지가지고 두명이서 나눠 먹어도 될량까지 왜 이제서야 나타난거니 ? 진작에 주문 할껄 ㆍ 돼지특유의 향을 잡았군요  포장에 엽서에 요즘핫한 카페 포장 하것같아요 자주 이용하겠습니다  늘 노포만 댕겼는데 젋은분들이 운영하는곳이 더  잘하는것같아요</span></div><span class=""_2QRtghbCyu"">더보기",1
324,5,21.08.12,국밥 선택: 시그니처 불꽃국밥,,0
325,5,21.09.06,국밥 선택: 돼지국밥,,0
326,5,21.08.21,국밥 선택: 시그니처 불꽃국밥,,0
327,5,21.07.28,국밥 선택: 돼지국밥,,0
328,4,21.08.15,국밥 선택: 시그니처 불꽃국밥,,0
329,5,21.08.21,국밥 선택: 돼지국밥,,0
330,3,21.09.23,국밥 선택: 돼지국밥,,0
331,5,21.08.17,국밥 선택: 돼지국밥,,0
332,5,21.09.14,국밥 선택: 돼지국밥,,0
333,5,21.06.26,국밥 선택: 돼지국밥,"맑은 국물의 돼지국밥은 맛이 괜찮을까? 가족들과 부산가서 먹던 하얀국물과 달라 안먹을려나? 등등 약간의 의구심을 갖고 주문을 했고, 그 의구심은 쓸데없던 것임을 남편과 아이들이 먹는 것을 보고 날아갔습니다. 첨에 한입먹더니 외할머니께서 전에 해주신 맑은 한우 사골이냐고 묻더라구요~  돼지국밥이라니 먹던거랑 다르네 하면서 넘 맛있다고 엄청 잘 먹었습니다. 특히 다대기엔 손도 안되던 애들이 첨으로 넘넘 맛있다고 싹싹 긁어 다 넣는거 보고 놀랬습니다. 2팩으로 4식구가 충분히 먹었습니다. 고기양도 푸짐하고 고기냄새 1도 없이 깔끔했습니다. 특히 고기가 얇게 썰려져있어 저희는 아주 좋았습니다. 마지막으로 파의 싱심함에 감동도 살짝 받았습니다. 마른거 하나 없이 thumbs up!!!! 식당가면 깍두기를 먹을 수 있었을텐더..라며 요게 아쉬웠네요 다음에 또 주문할게요</span></div><span class=""_2QRtghbCyu"">더보기",1
334,4,21.08.25,국밥 선택: 돼지국밥,,0
335,5,21.09.11,국밥 선택: 돼지국밥,,0
336,5,21.07.11,국밥 선택: 시그니처 불꽃국밥,,0
337,5,21.07.11,국밥 선택: 돼지국밥,,0
338,5,21.09.10,국밥 선택: 시그니처 불꽃국밥,,0
339,5,21.09.14,국밥 선택: 시그니처 불꽃국밥,,0
340,5,21.08.15,국밥 선택: 돼지국밥,,0
341,5,21.08.21,국밥 선택: 시그니처 불꽃국밥,,0
342,5,21.08.08,국밥 선택: 시그니처 불꽃국밥,,0
343,5,21.08.08,국밥 선택: 돼지국밥,,0
344,5,21.09.11,국밥 선택: 돼지국밥,,0
345,5,21.08.06,국밥 선택: 시그니처 불꽃국밥,,0
346,5,21.07.13,국밥 선택: 돼지국밥,,0
347,5,21.08.28,국밥 선택: 시그니처 불꽃국밥,,0
348,5,21.08.12,국밥 선택: 돼지국밥,,0
349,4,21.09.03,국밥 선택: 시그니처 불꽃국밥,,0
350,5,21.07.05,국밥 선택: 시그니처 불꽃국밥,,1
351,5,21.08.11,국밥 선택: 돼지국밥,,0
352,5,21.07.17,국밥 선택: 시그니처 불꽃국밥,,0
353,5,21.07.17,국밥 선택: 돼지국밥,,0
354,5,21.08.15,국밥 선택: 시그니처 불꽃국밥,,0
355,5,21.08.06,국밥 선택: 돼지국밥,,0
356,5,21.08.21,국밥 선택: 돼지국밥,,0
357,5,21.07.16,국밥 선택: 시그니처 불꽃국밥,,0
358,5,21.08.08,국밥 선택: 시그니처 불꽃국밥,,0
359,5,21.08.13,국밥 선택: 시그니처 불꽃국밥,,0
360,4,21.09.03,국밥 선택: 돼지국밥,,0
361,5,21.08.06,국밥 선택: 돼지국밥,,0
362,5,21.08.12,국밥 선택: 돼지국밥,,0
363,5,21.08.29,국밥 선택: 돼지국밥,,0
364,5,21.08.27,국밥 선택: 돼지국밥,,0
365,5,21.08.27,국밥 선택: 시그니처 불꽃국밥,,0
366,5,21.08.28,국밥 선택: 돼지국밥,,0
367,5,21.07.11,국밥 선택: 시그니처 불꽃국밥,,0
368,5,21.08.08,국밥 선택: 돼지국밥,,0
369,5,21.07.30,국밥 선택: 시그니처 불꽃국밥,,0
370,5,21.07.11,국밥 선택: 시그니처 불꽃국밥,,0
371,5,21.07.23,국밥 선택: 돼지국밥,,0
372,5,21.08.23,국밥 선택: 시그니처 불꽃국밥,,0
373,5,21.07.24,국밥 선택: 시그니처 불꽃국밥,,0
374,5,21.06.30,국밥 선택: 시그니처 불꽃국밥,,2
375,5,21.07.25,국밥 선택: 시그니처 불꽃국밥,,0
376,5,21.08.11,국밥 선택: 시그니처 불꽃국밥,,0
377,5,21.08.20,국밥 선택: 시그니처 불꽃국밥,,0
378,5,21.06.18,국밥 선택: 돼지국밥,"처음 뜯었을 때 고기양에 놀라고,  한 숟갈 먹었을 때 맛에 놀라고, 양파다대기 넣었을 때 완성도에 놀랐네요!  돼지국밥 싫어하는 제가 먹어도 진짜 맛있습니다!  남편 술안주+해장을 위해 구입했는데 제가 다 먹을 것 같아요. 어디선가 형제돼지국밥은 돼지국밥이나 사골국 같은 고깃국물 잘  못 먹는 사람도 한번 먹으면 단골이 된다는 글을 봤던데 진짜네요.  대파까지 챙겨서 넣어서 주시니 서울에 자취하는 동생에게도 당장 보내려구요. 특히 양파다대기는 큰 한병을 구매하고 싶네요ㅋㅋ</span></div><span class=""_2QRtghbCyu"">더보기",1
379,5,21.08.20,국밥 선택: 돼지국밥,,0
380,5,21.06.30,국밥 선택: 돼지국밥,,1
381,5,21.06.09,국밥 선택: 돼지국밥,,1
382,5,21.07.13,국밥 선택: 돼지국밥,,0
383,5,21.05.30,국밥 선택: 시그니처 불꽃국밥,,0
384,5,21.07.20,국밥 선택: 시그니처 불꽃국밥,,0
385,4,21.07.07,국밥 선택: 돼지국밥,,0
386,5,21.07.26,국밥 선택: 시그니처 불꽃국밥,,0
387,5,21.06.17,국밥 선택: 돼지국밥,,0
388,5,21.07.25,국밥 선택: 시그니처 불꽃국밥,,0
389,5,21.07.25,국밥 선택: 돼지국밥,,0
390,5,21.08.15,국밥 선택: 시그니처 불꽃국밥,,0
391,5,21.08.15,국밥 선택: 돼지국밥,,0
392,5,21.07.28,국밥 선택: 시그니처 불꽃국밥,,0
393,5,21.07.21,국밥 선택: 돼지국밥,,0
394,5,21.05.12,국밥 선택: 돼지국밥,"대학 다닐 때 국밥 땡긴다 하면 형제국밥으로 무조건 갔던 인생국밥집이었어요ㅜㅜ 제가 서울로 취직하게 되면서부터 부산 갈 시간도 없는데 도무지 서울에는 마음에 드는 국밥집도 없어서 정말 형국 수혈이 너무 간절했거든요  거의 3년 정도 형국앓이만 하고 있었는데 이렇게 배송 서비스가 생길 줄 몰랐습니다..! 이 빌어먹을 코로나가 이럴 때는 고맙기까지 하네요 흑흑  매장에서 직접 먹는 것만큼의 맛은 아니지만 형국이 간절했던 저는 국물맛을 보고 감동의 박수를 칠 수밖에 없었습니다 ㅜㅠㅠ 포장부터 배송까지 너무 완벽해서 부족함이 없습니다 다데기도 충분하게 왔고요 고기도 너무 넉넉하게 주셔서 국밥에 고기가 들어 있는지 고기에 국밥이 들어 있는지 헷갈릴 정도였어요 굳이 단점 꼽자면 냉동 상태가 너무 좋아서 해동이 조금 오래 걸렸다는 점...?ㅋㅋㅋ 냉장해동으로는 다 녹을 때까지 견딜 수가 없어서 상온에서 해동했습니다 ㅋㅋ  정말 잘 먹었고 집으로 또 시키고 부모님도 배송해 드려야겠습니다ㅜㅜ흑흑 형제국밥 더더 흥하시길.,,💞</span></div><span class=""_2QRtghbCyu"">더보기",4
395,5,21.08.01,국밥 선택: 시그니처 불꽃국밥,,0
396,5,21.08.12,국밥 선택: 시그니처 불꽃국밥,,0
397,5,21.07.30,국밥 선택: 돼지국밥,,0
398,5,21.08.12,국밥 선택: 돼지국밥,,0
399,5,21.07.22,국밥 선택: 시그니처 불꽃국밥,,0
400,5,21.07.11,국밥 선택: 돼지국밥,,1
401,5,21.07.17,국밥 선택: 시그니처 불꽃국밥,,0
402,4,21.07.04,국밥 선택: 돼지국밥,,0
403,5,21.07.28,국밥 선택: 돼지국밥,,0
404,5,21.08.11,국밥 선택: 돼지국밥,,0
405,5,21.07.21,국밥 선택: 시그니처 불꽃국밥,,0
406,5,21.08.06,국밥 선택: 돼지국밥,,0
407,5,21.06.17,국밥 선택: 시그니처 불꽃국밥,,0
408,5,21.07.06,국밥 선택: 시그니처 불꽃국밥,,1
409,5,21.07.06,국밥 선택: 돼지국밥,,1
410,5,21.06.24,국밥 선택: 시그니처 불꽃국밥,,1
411,5,21.07.04,국밥 선택: 돼지국밥,,1
412,5,21.05.26,국밥 선택: 시그니처 불꽃국밥,"돼지국밥좋아하는데  그중에 형제돼지국밥처럼 맑은국물 돼지국밥을 제일 좋아해요! 밀키트도 식당에서 먹는거만큼 맛있어서 완전 만족해요. 같이 오는 형제국밥만의  특제다대기는 꼬옥 넣어드셔야해요 그게 포인트!!!!!  저는 평소에 빨간색 국밥은  별로 안좋아하는데 형제국밥 불꽃국밥은 최애예요ㅋㅋㅋ 불꽃에는 우동면사리 꼭 넣어드셔야해요ㅋㅋ 최고임ㅠㅠ 거기다 고기가 정말 듬뿍 들어가서 깜놀했어요ㅠㅋㅋ 최고!!!!!</span></div><span class=""_2QRtghbCyu"">더보기",0
413,5,21.07.09,국밥 선택: 시그니처 불꽃국밥,,1
414,5,21.07.21,국밥 선택: 돼지국밥,,0
415,5,21.07.12,국밥 선택: 시그니처 불꽃국밥,,0
416,5,21.07.05,국밥 선택: 돼지국밥,,1
417,5,21.07.19,국밥 선택: 돼지국밥,,0
418,5,21.06.10,국밥 선택: 시그니처 불꽃국밥,,1
419,3,21.07.31,국밥 선택: 돼지국밥,,0
420,3,21.07.31,국밥 선택: 시그니처 불꽃국밥,,0
421,5,21.07.27,국밥 선택: 시그니처 불꽃국밥,,0
422,5,21.07.14,국밥 선택: 시그니처 불꽃국밥,,0
423,5,21.07.27,국밥 선택: 돼지국밥,,0
424,5,21.07.02,국밥 선택: 시그니처 불꽃국밥,,1
425,5,21.05.27,국밥 선택: 돼지국밥,,0
426,5,21.07.30,국밥 선택: 돼지국밥,,0
427,5,21.07.02,국밥 선택: 돼지국밥,,0
428,5,21.07.02,국밥 선택: 돼지국밥,,0
429,4,21.07.02,국밥 선택: 돼지국밥,,0
430,4,21.07.07,국밥 선택: 돼지국밥,,0
431,3,21.07.27,국밥 선택: 돼지국밥,,0
432,5,21.07.06,국밥 선택: 시그니처 불꽃국밥,,0
433,5,21.07.04,국밥 선택: 시그니처 불꽃국밥,,0
434,3,21.07.27,국밥 선택: 시그니처 불꽃국밥,,0
435,5,21.07.07,국밥 선택: 시그니처 불꽃국밥,,0
436,5,21.05.18,국밥 선택: 시그니처 불꽃국밥,"기름기 하나없이 깔끔하고 고기가 얇아서 너무 좋았어요. 기본맛 먹었는데 맛있었지만 매운맛도 빨리 먹어보고 싶네요. 엽서 이벤트도 한다는거 보고 얼른 몇자 적었어요.맛집 알면 전 동생,언니한테 무조건 알려주고 한끼라도 수고로움 덜고자 맛있는거 같이 먹고자 소개해요.그리고 엄마껜 무조건 택배시켜 드리구요ㅎ  맛있게 잘 먹었어요~~</span></div><span class=""_2QRtghbCyu"">더보기",1
437,5,21.05.27,국밥 선택: 돼지국밥,,0
438,5,21.07.03,국밥 선택: 돼지국밥,,0
439,2,21.07.15,국밥 선택: 시그니처 불꽃국밥,,0
440,5,21.06.10,국밥 선택: 돼지국밥,,0
441,5,21.07.05,국밥 선택: 돼지국밥,,0
442,5,21.06.24,국밥 선택: 돼지국밥,,0
443,5,21.06.24,국밥 선택: 돼지국밥,,0
444,5,21.05.28,국밥 선택: 시그니처 불꽃국밥,,0
445,5,21.05.26,국밥 선택: 시그니처 불꽃국밥,,0
446,5,21.06.11,국밥 선택: 돼지국밥,,0
447,4,21.07.09,국밥 선택: 돼지국밥,,0
448,5,21.05.24,국밥 선택: 돼지국밥,,0
449,5,21.06.15,국밥 선택: 돼지국밥,,0
450,5,21.06.08,국밥 선택: 시그니처 불꽃국밥,,0
451,5,21.07.05,국밥 선택: 돼지국밥,,0
452,5,21.06.11,국밥 선택: 시그니처 불꽃국밥,,0
453,5,21.08.06,국밥 선택: 시그니처 불꽃국밥,,0
454,4,21.07.13,국밥 선택: 시그니처 불꽃국밥,,0
455,5,21.05.25,국밥 선택: 돼지국밥,"대학생때 즐겨 먹던곳! 이제 아기 둘의 엄마가 되서 외식이 쉽지 않은데 이렇게 밀키트로 만나니 너무 반가워요👍 밀키트로 먹어도 정말 옛날 그맛이네요^^ 다만 파가 녹아서?! 아이스박스에 찐득한 물이 묻어 있더라구요 저는 집에 파가 있어 괜찮았지만 참고하셔야 할것 같네용 ㅠㅠ</span></div><span class=""_2QRtghbCyu"">더보기",0
456,5,21.07.05,국밥 선택: 시그니처 불꽃국밥,,0
457,5,21.05.08,국밥 선택: 시그니처 불꽃국밥,"대학 졸업하고도 중불 먹고싶어서 가끔 부산가서 먹었는데...요샌 못가서 너무 그리웠어요..ㅠㅠ 배송도 아직 얼어 있는 상태로 잘 왔고, 매장에서 먹을때랑 맛이나 양에 차이가 없어요^^ (매장때보다 고기가 많은거 같기도하고..) 네팩 주문한건 신의한수였네요ㅋㅋㅋ 그리고 우동사리는 안시켰는데 서비스 주셔서 감사합니다~</span></div><span class=""_2QRtghbCyu"">더보기",3
458,5,21.05.27,국밥 선택: 시그니처 불꽃국밥,,0
459,5,21.07.08,국밥 선택: 돼지국밥,,0
460,5,21.07.09,국밥 선택: 시그니처 불꽃국밥,,0
461,5,21.07.10,국밥 선택: 시그니처 불꽃국밥,,0
462,5,21.05.12,국밥 선택: 돼지국밥,,4
463,5,21.06.08,국밥 선택: 돼지국밥,,0
464,4,21.06.10,국밥 선택: 돼지국밥,,0
465,4,21.06.10,국밥 선택: 시그니처 불꽃국밥,,0
466,5,21.07.09,국밥 선택: 시그니처 불꽃국밥,,0
467,5,21.07.09,국밥 선택: 돼지국밥,,0
468,5,21.05.26,국밥 선택: 시그니처 불꽃국밥,,0
469,5,21.05.25,국밥 선택: 시그니처 불꽃국밥,,0
470,5,21.07.08,국밥 선택: 시그니처 불꽃국밥,,0
471,5,21.05.24,국밥 선택: 시그니처 불꽃국밥,,0
472,5,21.05.24,국밥 선택: 돼지국밥,,0
473,5,21.06.11,국밥 선택: 돼지국밥,,0
474,5,21.05.27,국밥 선택: 돼지국밥,,0
475,5,21.05.27,국밥 선택: 시그니처 불꽃국밥,,0
476,5,21.05.25,국밥 선택: 돼지국밥,,0
477,5,21.05.15,국밥 선택: 돼지국밥,,1
478,5,21.05.07,국밥 선택: 돼지국밥,"1. 양 : 많습니다, 많아요  고기도 양이 많아요 ! 고기반 국물반이에요 (저희 어머니는 남는게 있냐고 걱정하셨음)  2. 맛 : 오자마자 기본 맛으로 먹었는데 돼지국밥인데 안느끼해요!( 뽀얀 돼지국밥 생각하면 안됩니당 ) 그리고 고기가 부드러워서 술술 들어가요.  3. 총평 : 여러분 그냥 아묻따 구매입니다.</span></div><span class=""_2QRtghbCyu"">더보기",2
479,5,21.06.01,국밥 선택: 시그니처 불꽃국밥,,0
480,5,21.06.29,국밥 선택: 시그니처 불꽃국밥,,1
481,5,21.06.29,국밥 선택: 돼지국밥,,1
482,5,21.06.08,국밥 선택: 시그니처 불꽃국밥,,0
483,5,21.06.10,국밥 선택: 시그니처 불꽃국밥,,0
484,5,21.06.13,국밥 선택: 돼지국밥,,0
485,5,21.05.27,국밥 선택: 돼지국밥,,0
486,5,21.05.27,국밥 선택: 돼지국밥,,0
487,5,21.07.01,국밥 선택: 시그니처 불꽃국밥,,1
488,5,21.05.27,국밥 선택: 시그니처 불꽃국밥,,0
489,5,21.07.20,국밥 선택: 시그니처 불꽃국밥,,0
490,5,21.05.27,국밥 선택: 시그니처 불꽃국밥,,0
491,5,21.06.12,국밥 선택: 시그니처 불꽃국밥,,0
492,5,21.05.18,국밥 선택: 돼지국밥,,1
493,5,21.06.22,국밥 선택: 돼지국밥,,0
494,5,21.06.08,국밥 선택: 시그니처 불꽃국밥,,0
495,5,21.05.24,국밥 선택: 돼지국밥,,0
496,5,21.06.12,국밥 선택: 돼지국밥,,0
497,5,21.06.16,국밥 선택: 돼지국밥,,0
498,1,21.06.14,국밥 선택: 시그니처 불꽃국밥,,1
499,5,21.06.05,국밥 선택: 시그니처 불꽃국밥,,0
500,5,21.05.19,국밥 선택: 시그니처 불꽃국밥,,1
501,5,21.06.16,국밥 선택: 시그니처 불꽃국밥,,0
502,5,21.06.19,국밥 선택: 시그니처 불꽃국밥,,0
503,5,21.06.08,국밥 선택: 돼지국밥,,0
504,5,21.05.21,국밥 선택: 시그니처 불꽃국밥,,1
505,4,21.05.25,국밥 선택: 돼지국밥,,0
506,5,21.06.17,국밥 선택: 돼지국밥,,0
507,5,21.06.16,국밥 선택: 시그니처 불꽃국밥,,0
508,5,21.05.26,,,0
509,5,21.06.10,국밥 선택: 돼지국밥,,0
510,4,21.06.11,국밥 선택: 시그니처 불꽃국밥,,0
511,5,21.06.04,,,0
512,5,21.06.04,,,0
513,3,21.06.14,국밥 선택: 돼지국밥,,0
514,5,21.05.19,국밥 선택: 돼지국밥,,1
515,5,21.05.11,국밥 선택: 시그니처 불꽃국밥,,3
516,5,21.05.27,국밥 선택: 돼지국밥,,0
517,5,21.05.19,국밥 선택: 시그니처 불꽃국밥,,1
518,5,21.06.04,국밥 선택: 시그니처 불꽃국밥,,0
519,5,21.05.18,국밥 선택: 돼지국밥,,1
520,5,21.05.07,국밥 선택: 시그니처 불꽃국밥,,3
521,5,21.05.20,국밥 선택: 시그니처 불꽃국밥,,1
522,3,21.05.22,국밥 선택: 돼지국밥,,0
523,3,21.05.22,국밥 선택: 시그니처 불꽃국밥,,0
524,5,21.05.24,국밥 선택: 돼지국밥,,0
525,5,21.06.13,국밥 선택: 돼지국밥,,0
526,5,21.06.11,국밥 선택: 시그니처 불꽃국밥,,0
527,5,21.05.15,국밥 선택: 돼지국밥,,1
528,5,21.05.12,국밥 선택: 돼지국밥,,3
529,5,21.05.20,국밥 선택: 돼지국밥,,1
